16000001	CH001	Ruetlischwur AG	01012017	CH	28.6	26.48
PT03211-FCL-00000011	PT002	Bikes do Barreiro	25112016	PT	100437.25	81656.3
PT03211-FCL-00000012	PT001	As Bicicletas do Norte	20122016	PT	90581.51	73643.5
PT03212-FCL-00000001	PT001	As Bicicletas do Norte	27012017	PT	90581.51	73643.5
PT03212-FCL-00000002	PT002	Bikes do Barreiro	28022017	PT	100437.25	81656.3
PT03212-FCL-00000003	PT001	As Bicicletas do Norte	30032017	PT	90581.51	73643.5
PT03212-FCL-00000004	PT001	As Bicicletas do Norte	30042017	PT	90581.51	73643.5
PT03212-FCL-00000005	PT001	As Bicicletas do Norte	31052017	PT	90581.51	73643.5
PT03212-FCL-00000006	PT001	As Bicicletas do Norte	29062017	PT	90581.51	73643.5
PT03212-FCL-00000007	PT002	Bikes do Barreiro	30072017	PT	80725.76	65630.7
PT03212-FCL-00000008	PT002	Bikes do Barreiro	31082017	PT	41160.47	33463.8
PT03212-FCL-00000009	PT002	Bikes do Barreiro	01102017	PT	95509.38	77649.9
PT03212-FCL-00000010	PT001	As Bicicletas do Norte	31102017	PT	90581.51	73643.5
PT03212-FCL-00000011	PT002	Bikes do Barreiro	30112017	PT	95509.38	77649.9
PT03212-FCL-00000012	PT001	As Bicicletas do Norte	31122017	PT	90581.51	73643.5
RG14DE011000001	DE003	Computer & Zubehör GmbH	31032017	DE	882.68	741.75
RG14DE011000002	DE003	Computer & Zubehör GmbH	31032017	DE	882.68	741.75
RG14DE011000003	DE003	Computer & Zubehör GmbH	31032017	DE	611.36	513.75
RG14DE011000004	DE003	Computer & Zubehör GmbH	31032017	DE	611.36	513.75
RG14DE011000007	DE004	Software Services	10042016	DE	170723.35	143465
RG14DE011000008	DE004	Software Services	10062016	DE	170723.35	143465
RG14DE011000009	DE004	Software Services	10082016	DE	170723.35	143465
RG14DE011000010	DE004	Software Services	10122016	DE	170723.35	143465
RG14DE011000011	DE004	Software Services	10012017	DE	170723.35	143465
RG14DE011000012	DE004	Software Services	10022017	DE	170723.35	143465
RG14DE011000013	DE004	Software Services	10042017	DE	512134.35	430365
RG14DE011000014	DE004	Software Services	10012017	DE	512134.35	430365
RG14DE011000015	DE003	Computer & Zubehör GmbH	10022017	DE	512134.35	430365
RG14DE011000016	DE004	Software Services	10032017	DE	512134.35	430365
RG14DE011000017	DE003	Computer & Zubehör GmbH	10042017	DE	512134.35	430365
RG14DE012000001	DE002	Bike & Outdoor Company GmbH	31032017	DE	321.05	269.79
RG14DE012000002	DE002	Bike & Outdoor Company GmbH	31032017	DE	321.05	269.79
RG14DE012000003	DE002	Bike & Outdoor Company GmbH	31032017	DE	321.05	269.79
RG14DE012000004	DE002	Bike & Outdoor Company GmbH	31032017	DE	321.05	269.79
RG14DE012000005	DE002	Bike & Outdoor Company GmbH	31032017	DE	321.05	269.79
RG14DE012000006	DE002	Bike & Outdoor Company GmbH	31032017	DE	321.05	269.79
RG14DE012000007	DE002	Bike & Outdoor Company GmbH	31032017	DE	321.05	269.79
RG14DE012000010	DE002	Bike & Outdoor Company GmbH	09042017	DE	99939.23	83982.55
RG14DE012000011	DE002	Bike & Outdoor Company GmbH	22072016	DE	136282.67	114523.25
RG14DE012000012	DE002	Bike & Outdoor Company GmbH	20112016	DE	272547.49	229031.5
RG14DE012000013	DE002	Bike & Outdoor Company GmbH	09042017	DE	272547.49	229031.5
RG14DE012000014	DE002	Bike & Outdoor Company GmbH	09022017	DE	272547.49	229031.5
RG14DE012000015	DE002	Bike & Outdoor Company GmbH	09042017	DE	817606.76	687064.5
RG14DE012000016	DE002	Bike & Outdoor Company GmbH	09122016	DE	817606.76	687064.5
RG14DE012000017	DE002	Bike & Outdoor Company GmbH	09112016	DE	817606.76	687064.5
RG14DE012000018	DE002	Bike & Outdoor Company GmbH	09012017	DE	817606.76	687064.5
RG14DE012000019	DE002	Bike & Outdoor Company GmbH	09022017	DE	817606.76	687064.5
RG14DE012000020	DE002	Bike & Outdoor Company GmbH	09032017	DE	817606.76	687064.5
RG14DE012000021	DE002	Bike & Outdoor Company GmbH	29032017	DE	817606.76	687064.5
RG14DE012000022	DE002	Bike & Outdoor Company GmbH	09022016	DE	817606.76	687064.5
RG14DE012000023	DE002	Bike & Outdoor Company GmbH	09052016	DE	817606.76	687064.5
RG14DE012000024	DE002	Bike & Outdoor Company GmbH	09042017	DE	817606.76	687064.5
RG14DE012000025	DE002	Bike & Outdoor Company GmbH	09072016	DE	817606.76	687064.5
RG14DE012000026	DE002	Bike & Outdoor Company GmbH	09082016	DE	817606.76	687064.5
RG14DE012000027	DE002	Bike & Outdoor Company GmbH	09092016	DE	817606.76	687064.5
RG14DE012000028	DE002	Bike & Outdoor Company GmbH	09102016	DE	817606.76	687064.5
RG14DE012000029	DE001	1 2 3 Rad GmbH	10112016	DE	681729.7	572882.1
RG14DE012000030	DE001	1 2 3 Rad GmbH	10042017	DE	263598.55	221511.39
RG14DE012000031	DE001	1 2 3 Rad GmbH	10122016	DE	681729.7	572882.1
RG14DE012000032	DE001	1 2 3 Rad GmbH	10012017	DE	681729.7	572882.1
RG14DE012000033	DE002	Bike & Outdoor Company GmbH	10022017	DE	681729.7	572882.1
RG14DE012000034	DE002	Bike & Outdoor Company GmbH	10042017	DE	681729.7	572882.1
RG14DE012000035	DE001	1 2 3 Rad GmbH	10042017	DE	681729.7	572882.1
RG14DE021000001	DE006	Kaufland Warenhandel	31032017	DE	114.79	96.46
RG14DE021000002	DE006	Kaufland Warenhandel	31032017	DE	114.79	96.46
RG14DE021000003	DE006	Kaufland Warenhandel	31032017	DE	114.79	96.46
RG14DE022000001	DE008	BCD Chemie GmbH	31032017	DE	639.63	537.5
RG14DE022000002	DE008	BCD Chemie GmbH	31032017	DE	639.63	537.5
RG14DE022000003	DE008	BCD Chemie GmbH	31032017	DE	639.63	537.5
RG14DE022000004	DE007	Bayer AG	11042017	DE	327250	275000
RG14DE022000006	DE007	Bayer AG	11042017	DE	327250	275000
RG14DE023000001	DE009	Celesio Pharma AG	26032017	DE	2561.59	2152.6
RG14DE023000002	DE009	Celesio Pharma AG	26032017	DE	2561.59	2152.6
RG14DE023000003	DE009	Celesio Pharma AG	11042017	DE	640398.5	538150
RG15DE011000001	DE003	Computer & Zubehör GmbH	18022017	DE	4539.85	3815
RG15DE011000002	DE003	Computer & Zubehör GmbH	18022017	DE	4539.85	3815
RG15DE011000003	DE003	Computer & Zubehör GmbH	18022017	DE	2244.94	1886.5
RG15DE011000004	DE003	Computer & Zubehör GmbH	18022017	DE	357	300
RG15DE011000005	DE004	Software Services	19022017	DE	153.51	129
RG15DE011000006	DE004	Software Services	19022017	DE	112.85	110
RG15DE011000007	DE004	Software Services	19032017	DE	112.85	110
RG15DE011000008	DE004	Software Services	19022017	DE	243.95	205
RG15DE012000001	DE001	1 2 3 Rad GmbH	24102016	DE	3183.25	2675
RG15DE012000002	DE002	Bike & Outdoor Company GmbH	20022017	DE	319.47	268.46
SCR1305AU01100001	AU003	JB Lee	20052016	AU	54.56	49.6
SIN1301AU01100002	AU003	JB Lee	31012016	AU	2950.33	2682.12
SIN1302AU01100001	AU003	JB Lee	09022016	AU	2913.9	2649
SIN1401GB000097	GB001	International Distributors Ltd	01012017	GB	450000	375000
SIN1403AU01100004	AU004	Bing Hi Fi Pty Ltd	18032017	AU	2277.88	2070.8
SIN1403AU01100005	AU004	Bing Hi Fi Pty Ltd	18032017	AU	2950.33	2682.12
SIN1403AU01100006	AU004	Bing Hi Fi Pty Ltd	19032017	AU	567.42	515.84
SIN1403AU01100007	AU004	Bing Hi Fi Pty Ltd	25052016	AU	2096.47	1905.88
SIN1403AU01100008	AU003	JB Lee	26062016	AU	2302.43	2093.12
SIN1403GB000082	GB009	ABC Industrial 	30032017	GB	45000	37500
SIN1403GB000098	GB005	Johnson & Brothers Wholesale	25032017	GB	390000	390000
SIN1404GB000049	GB001	International Distributors Ltd	16042017	GB	35.88	29.9
SIN1404GB000050	GB002	Amalgamate Supply plc	16042017	GB	1851.77	1543.14
SIN1404GB000051	GB003	Fun Times Stores (London) Ltd	16042017	GB	617.26	514.38
SIN1404GB000052	GB005	Johnson & Brothers Wholesale	16042017	GB	514.38	514.38
SIN1404GB000053	GB001	International Distributors Ltd	16042017	GB	179.4	149.5
SIN1404GB000054	GB006	Sysco Supply Systems Limited	16042017	GB	2322.58	1935.48
SIN1404GB000055	GB007	Williams & Son Distribution Ltd	16042017	GB	6967.73	5806.44
SIN1404GB000056	GB006	Sysco Supply Systems Limited	16042017	GB	2322.58	1935.48
SIN1404GB000057	GB009	ABC Industrial 	16042017	GB	2322.58	1935.48
SIN1404GB000058	GB007	Williams & Son Distribution Ltd	16042017	GB	617.26	514.38
SIN1404GB000066	GB001	International Distributors Ltd	17042017	GB	171765	143137.5
SIN1404GB000067	GB001	International Distributors Ltd	17042017	GB	492	410
SIN1404GB000068	GB001	International Distributors Ltd	17042017	GB	2460	2050
SIN1404GB000069	GB001	International Distributors Ltd	17042017	GB	2460	2050
SIN1404GB000070	GB001	International Distributors Ltd	17042017	GB	11998.8	9999
SIN1404GB000071	GB003	Fun Times Stores (London) Ltd	17042017	GB	7380	6150
SIN1404GB000072	GB003	Fun Times Stores (London) Ltd	17042017	GB	7380	6150
SIN1404GB000073	GB003	Fun Times Stores (London) Ltd	17042017	GB	5796	4830
SIN1404GB000080	GB011	Computer Products (Bristol) Ltd	17042017	GB	46800	39000
SIN1404GB000081	GB011	Computer Products (Bristol) Ltd	17042017	GB	46800	39000
SIN1404GB000082	GB012	Bike & Toy Products (London) Ltd	17042017	GB	33357.6	27798
SIN1404GB000083	GB012	Bike & Toy Products (London) Ltd	17042017	GB	31581	26317.5
SIN1404GB000084	GB012	Bike & Toy Products (London) Ltd	17042017	GB	31581	26317.5
SIN1404GB000085	GB009	ABC Industrial 	17042017	GB	7809.84	6508.2
SIN1404GB000086	GB009	ABC Industrial 	17042017	GB	7809.84	6508.2
SIN1404GB000087	GB012	Bike & Toy Products (London) Ltd	17042017	GB	89998.2	74998.5
SIN1406GB000083	GB009	ABC Industrial 	25062017	GB	45000	37500
SIN1409GB000084	GB009	ABC Industrial 	30092017	GB	45000	37500
SIN1412GB000053	GB003	Fun Times Stores (London) Ltd	31122017	GB	103.39	86.16
SIN1412GB000054	GB006	Sysco Supply Systems Limited	31122017	GB	1438.14	1198.45
SIN1412GB000059	GB006	Sysco Supply Systems Limited	31122017	GB	0	0
SIN1412GB000085	GB009	ABC Industrial 	25122017	GB	4.31	3.59
SIN1612GB013088	GB009	ABC Industrial 	21122017	GB	9810	8175
SIN1612GB013089	GB009	ABC Industrial 	22122017	GB	16350	13625
SIN1612GB013090	GB002	Amalgamate Supply plc	22122017	GB	6540	5450
ZAINV1404ZA011000001	ZA009	Juliand Bearings Ltd	10042017	NG	37000	37000
ZAINV1404ZA011000002	ZA002	Bearings Africa	10042017	ZA	70.68	62
ZAINV1404ZA011000003	ZA003	Zimbabwe Leaf Tobacco	10042017	ZW	15960	14000
ZAINV1404ZA011000004	ZA004	Bell Equipment Africa	10042017	ZA	6498	5700
ZAINV1404ZA011000005	ZA006	Just Aluminium Limited	10042017	ZM	2337	2050
ZAINV1404ZA011000006	ZA008	Choopies Hyper	10042017	BW	2300	2300
ZAINV1404ZA011000007	ZA006	Just Aluminium Limited	11042017	ZM	2337	2050
ZAINV1404ZA011000008	ZA008	Choopies Hyper	11042017	BW	2300	2300
ZAINV1701ZA011000011	ZA008	Choopies Hyper	07012017	BW	100	100
